id,loan_limit,gender,approv_in_adv,credit_worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,income,credit_type,credit_score,co-applicant_credit_type,age,submission_of_application,ltv,region,status,dtir1
132015,NCF,MALE,NOPRE,L1,NOPC,B/C,206500,3.99,0.3904,206500,360,NEG_AMM,NOT_INT,NOT_LPSM,318000,SB,PR,HOME,5040,CRIF,529,CIB,55-64,TO_INST,64.94,SOUTH,1,52
46099,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,476500,3.99,0.3904,476500,360,NOT_NEG,NOT_INT,NOT_LPSM,488000,SB,PR,HOME,5760,CRIF,858,EXP,45-54,TO_INST,97.64,NORTH,1,39
126656,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,296500,3.99,0.3904,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,298000,SB,PR,HOME,5760,EXP,686,CIB,55-64,TO_INST,99.50,SOUTH,1,39
105667,CF,MALE,PRE,L1,NOPC,NOB/C,486500,3.99,0.3904,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,5220,EQUI,647,EXP,25-34,TO_INST,75.15,SOUTH,1,39
171688,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,236500,4.125,0.3285,236500,360,NOT_NEG,NOT_INT,NOT_LPSM,248000,SB,PR,HOME,4920,CRIF,569,CIB,35-44,TO_INST,95.36,SOUTH,0,30
34910,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,266500,3.99,0.1246,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,358000,SB,PR,HOME,3240,EXP,595,EXP,>74,TO_INST,74.44,NORTH,0,43
69711,CF,FEMALE,NOPRE,L1,NOPC,B/C,506500,3.99,0.3904,506500,360,NOT_NEG,NOT_INT,LPSM,418000,SB,PR,HOME,5760,EQUI,878,EXP,45-54,NOT_INST,75.15,CENTRAL,1,39
52732,CF,MALE,NOPRE,L1,NOPC,NOB/C,246500,4.18,0.6105,246500,360,NOT_NEG,NOT_INT,NOT_LPSM,268000,SB,PR,HOME,2940,EXP,662,CIB,45-54,NOT_INST,91.98,CENTRAL,0,42
148266,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,226500,4.5,1.3984,226500,180,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,PR,HOME,7200,CIB,738,EXP,45-54,TO_INST,65.09,NORTH,0,44
106969,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,486500,4.375,0.2525,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,588000,SB,PR,HOME,7800,EXP,657,EXP,55-64,NOT_INST,82.74,SOUTH,0,44
123947,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,726500,3.625,0.3497,726500,240,NOT_NEG,NOT_INT,NOT_LPSM,1218000,SB,SR,HOME,5760,EXP,801,EXP,45-54,NOT_INST,59.65,NORTH,0,5
105654,CF,FEMALE,NOPRE,L1,NOPC,B/C,136500,4.5,1.3301,136500,360,NOT_NEG,NOT_INT,NOT_LPSM,238000,SB,PR,HOME,1500,CRIF,563,CIB,45-54,TO_INST,57.35,NORTH,0,46
166005,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,246500,3.99,0.3904,246500,360,NOT_NEG,NOT_INT,LPSM,418000,SB,PR,HOME,2520,EQUI,716,EXP,<25,TO_INST,75.15,SOUTH,1,39
158016,CF,MALE,NOPRE,L1,NOPC,NOB/C,336500,3.5,-0.007,336500,360,NOT_NEG,NOT_INT,NOT_LPSM,488000,SB,PR,HOME,7440,CIB,677,CIB,35-44,NOT_INST,68.95,NORTH,0,12
145809,CF,MALE,NOPRE,L1,NOPC,NOB/C,276500,4.5,0.8731,276500,360,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,10800,CIB,522,EXP,25-34,NOT_INST,96.01,NORTH,0,36
42071,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,536500,4.25,-0.0086,536500,360,NOT_NEG,NOT_INT,NOT_LPSM,938000,SB,PR,HOME,5520,CIB,610,EXP,55-64,TO_INST,57.20,SOUTH,0,48
117535,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,246500,5.25,1.2677,246500,360,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,IR,HOME,5100,CRIF,889,EXP,35-44,TO_INST,75.15,NORTH,0,49
156837,NCF,MALE,NOPRE,L1,NOPC,NOB/C,776500,3.99,0.3904,776500,360,NOT_NEG,NOT_INT,NOT_LPSM,1108000,SB,PR,HOME,5760,EXP,526,CIB,45-54,NOT_INST,70.08,NORTH,1,20
107275,CF,FEMALE,PRE,L1,NOPC,NOB/C,166500,4.5,0.404,166500,360,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,2100,CIB,649,CIB,>74,TO_INST,57.81,NORTH,0,46
157819,CF,FEMALE,PRE,L1,NOPC,NOB/C,446500,3.99,0.176,446500,228,NOT_NEG,NOT_INT,NOT_LPSM,868000,SB,PR,HOME,6180,CIB,597,CIB,45-54,NOT_INST,51.44,SOUTH,0,44
34507,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,206500,4.5,1.0836,206500,360,NOT_NEG,INT_ONLY,NOT_LPSM,218000,SB,PR,HOME,3000,CRIF,520,EXP,45-54,TO_INST,94.72,NORTH,0,49
143452,CF,FEMALE,NOPRE,L1,NOPC,B/C,146500,4.75,1.1425,146500,360,NOT_NEG,NOT_INT,NOT_LPSM,178000,SB,PR,HOME,2520,CRIF,619,CIB,65-74,TO_INST,82.30,NORTH,0,39
171969,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,296500,4.125,0.6071,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,PR,HOME,7680,CIB,507,EXP,25-34,TO_INST,85.20,SOUTH,0,39
131918,NCF,FEMALE,NOPRE,L1,NOPC,NOB/C,116500,3.99,0.3904,116500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,IR,HOME,4200,EQUI,575,EXP,55-64,TO_INST,75.15,NORTH,1,39
117292,NCF,MALE,PRE,L1,NOPC,NOB/C,476500,3.99,0.3904,476500,240,NOT_NEG,NOT_INT,NOT_LPSM,538000,SB,PR,HOME,4500,EXP,809,CIB,35-44,TO_INST,88.57,NORTH,1,61
133339,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,226500,3.99,0.3904,226500,240,NOT_NEG,NOT_INT,NOT_LPSM,298000,SB,PR,HOME,4560,EXP,599,EXP,55-64,TO_INST,76.01,CENTRAL,1,36
124536,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,316500,3.75,0.2345,316500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,3540,CIB,659,EXP,55-64,NOT_INST,75.72,SOUTH,0,39
161196,CF,MALE,NOPRE,L1,NOPC,NOB/C,286500,4.75,0.487,286500,360,NEG_AMM,NOT_INT,NOT_LPSM,358000,SB,PR,HOME,3780,CIB,669,CIB,35-44,TO_INST,80.03,NORTH,0,41
125310,CF,MALE,NOPRE,L1,NOPC,NOB/C,656500,4.375,-0.055,656500,360,NOT_NEG,NOT_INT,NOT_LPSM,828000,SB,PR,HOME,7560,CIB,879,CIB,25-34,NOT_INST,79.29,NORTH,0,40
153124,CF,MALE,NOPRE,L1,NOPC,NOB/C,286500,3.25,0.2894,286500,180,NOT_NEG,INT_ONLY,NOT_LPSM,448000,SB,PR,HOME,8820,CIB,795,CIB,45-54,NOT_INST,63.95,NORTH,0,39
156345,CF,FEMALE,PRE,L1,NOPC,NOB/C,616500,3.99,0.3904,616500,360,NOT_NEG,NOT_INT,NOT_LPSM,938000,SB,PR,HOME,7320,EXP,784,CIB,35-44,NOT_INST,65.72,NORTH,1,42
130317,CF,MALE,NOPRE,L1,NOPC,NOB/C,136500,3.99,0.3904,136500,180,NOT_NEG,NOT_INT,NOT_LPSM,208000,SB,PR,HOME,4080,EXP,636,CIB,65-74,TO_INST,65.63,NORTH,1,28
119089,CF,FEMALE,NOPRE,L2,NOPC,NOB/C,86500,4.375,0.5973,86500,360,NOT_NEG,NOT_INT,NOT_LPSM,118000,SB,PR,HOME,2340,CRIF,721,CIB,65-74,TO_INST,73.31,NORTH,0,7
134712,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,586500,3.875,0.1936,586500,360,NEG_AMM,NOT_INT,NOT_LPSM,788000,SB,SR,HOME,5760,CIB,569,EXP,35-44,NOT_INST,74.43,SOUTH,0,21
125087,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,286500,5.5,1.1636,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,358000,SB,PR,HOME,5760,CIB,654,CIB,45-54,TO_INST,80.03,NORTH,0,25
151463,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,336500,3.99,0.4143,336500,360,NOT_NEG,NOT_INT,NOT_LPSM,478000,SB,PR,HOME,5100,CRIF,615,CIB,45-54,TO_INST,70.40,NORTH,0,41
138125,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,136500,4.875,1.028,136500,360,NOT_NEG,NOT_INT,NOT_LPSM,188000,SB,PR,HOME,5340,CRIF,834,EXP,55-64,TO_INST,72.61,NORTH,0,30
77028,CF,MALE,NOPRE,L1,NOPC,NOB/C,456500,3.125,-0.4483,456500,360,NOT_NEG,NOT_INT,NOT_LPSM,578000,SB,PR,HOME,5760,CIB,636,CIB,35-44,NOT_INST,78.98,NORTH,0,39
45439,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,196500,4.75,0.5091,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,268000,SB,PR,HOME,3540,CRIF,537,EXP,65-74,TO_INST,73.32,SOUTH,0,42
89281,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,326500,3.125,-0.1096,326500,180,NOT_NEG,NOT_INT,NOT_LPSM,568000,SB,PR,HOME,9780,CRIF,600,EXP,35-44,NOT_INST,57.48,SOUTH,0,33
119595,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,446500,4.75,1.361,446500,360,NOT_NEG,NOT_INT,NOT_LPSM,668000,SB,PR,HOME,8400,EXP,730,CIB,35-44,TO_INST,66.84,SOUTH,0,30
26758,CF,FEMALE,PRE,L1,NOPC,NOB/C,306500,4.875,0.8423,306500,360,NOT_NEG,NOT_INT,NOT_LPSM,408000,SB,IR,HOME,15120,CRIF,802,CIB,35-44,NOT_INST,75.12,NORTH,0,22
58447,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,206500,3.625,0.0434,206500,360,NOT_NEG,NOT_INT,NOT_LPSM,1008000,SB,PR,HOME,2340,EXP,644,CIB,>74,NOT_INST,20.49,SOUTH,0,48
112301,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,106500,4.375,1.4004,106500,240,NOT_NEG,NOT_INT,NOT_LPSM,158000,SB,PR,HOME,3900,CRIF,849,CIB,55-64,TO_INST,67.41,SOUTH,0,44
79648,CF,MALE,NOPRE,L1,NOPC,NOB/C,236500,3.99,0.7362,236500,180,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,8700,CRIF,752,CIB,25-34,TO_INST,56.58,NORTH,0,23
165108,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,326500,3.125,-0.5012,326500,360,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,PR,HOME,5760,CRIF,607,CIB,35-44,TO_INST,96.60,SOUTH,0,39
156994,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,246500,3.875,0.5102,246500,288,NEG_AMM,NOT_INT,NOT_LPSM,408000,SB,PR,HOME,4080,CIB,755,CIB,25-34,TO_INST,60.42,SOUTH,0,37
119784,CF,FEMALE,NOPRE,L2,NOPC,NOB/C,86500,3.99,0.3904,86500,240,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,2700,EQUI,735,EXP,55-64,TO_INST,75.15,SOUTH,1,39
118853,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,196500,3.99,0.2223,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,488000,SB,PR,HOME,6600,CRIF,526,EXP,65-74,TO_INST,40.27,NORTH,0,42
164527,CF,FEMALE,NOPRE,L1,NOPC,B/C,396500,3.75,0.8476,396500,360,NOT_NEG,NOT_INT,NOT_LPSM,688000,SB,PR,HOME,4680,EXP,678,CIB,25-34,TO_INST,57.63,NORTH,0,51
133267,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,216500,3.375,0.6527,216500,360,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,4080,CIB,765,CIB,55-64,TO_INST,77.88,SOUTH,0,36
92687,CF,UNKNOWN,NOPRE,L2,NOPC,B/C,396500,3.99,0.3904,396500,360,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,5760,CRIF,787,EXP,35-44,TO_INST,86.57,SOUTH,1,39
84761,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,176500,3.99,0.3904,176500,360,NOT_NEG,NOT_INT,NOT_LPSM,208000,SB,PR,HOME,2520,CRIF,759,EXP,35-44,TO_INST,84.86,SOUTH,1,45
131803,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,236500,3.375,0.2482,236500,180,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,8040,EXP,854,CIB,45-54,TO_INST,85.07,NORTH,0,33
149826,CF,UNKNOWN,PRE,L2,NOPC,NOB/C,316500,3.625,-0.0303,316500,360,NOT_NEG,NOT_INT,NOT_LPSM,488000,SB,PR,HOME,5640,CIB,888,EXP,55-64,TO_INST,64.86,CENTRAL,0,36
109351,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,186500,2.99,0.1809,186500,96,NOT_NEG,NOT_INT,NOT_LPSM,268000,SB,PR,HOME,12540,CIB,772,EXP,55-64,TO_INST,69.59,NORTH,0,22
157129,NCF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,256500,4.5,0.6122,256500,360,NOT_NEG,NOT_INT,NOT_LPSM,328000,SB,PR,HOME,6060,CIB,615,EXP,25-34,TO_INST,78.20,SOUTH,0,41
133110,CF,MALE,NOPRE,L1,NOPC,NOB/C,196500,4.99,0.5171,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,4020,EXP,560,EXP,35-44,TO_INST,68.23,NORTH,0,25
28719,CF,MALE,NOPRE,L1,NOPC,NOB/C,316500,3.99,0.3904,316500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,9960,EQUI,671,EXP,35-44,TO_INST,75.15,SOUTH,1,39
115201,CF,MALE,PRE,L1,NOPC,NOB/C,436500,4,0.5161,436500,360,NOT_NEG,NOT_INT,NOT_LPSM,468000,SB,PR,HOME,6660,EXP,882,CIB,65-74,NOT_INST,93.27,NORTH,0,45
49617,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,416500,4.125,0.7286,416500,360,NOT_NEG,NOT_INT,NOT_LPSM,528000,SB,PR,HOME,8880,CIB,576,EXP,45-54,TO_INST,78.88,SOUTH,0,46
98457,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,456500,3.5,-0.0338,456500,312,NOT_NEG,NOT_INT,NOT_LPSM,668000,SB,PR,HOME,5460,CIB,725,CIB,35-44,TO_INST,68.34,SOUTH,0,43
45175,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,126500,4.75,0.7035,126500,360,NOT_NEG,NOT_INT,NOT_LPSM,538000,SB,PR,HOME,8820,CRIF,674,EXP,65-74,TO_INST,23.51,SOUTH,0,44
35159,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,726500,3.75,0.0269,726500,360,NEG_AMM,NOT_INT,NOT_LPSM,2008000,SB,PR,HOME,5760,EXP,620,CIB,45-54,NOT_INST,36.18,SOUTH,0,22
50400,CF,MALE,NOPRE,L1,NOPC,NOB/C,346500,3.99,0.3904,346500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,7500,EQUI,777,EXP,25-34,NOT_INST,75.15,SOUTH,1,39
72107,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,286500,4.125,0.6867,286500,360,NOT_NEG,NOT_INT,NOT_LPSM,358000,SB,PR,HOME,4800,CIB,528,EXP,25-34,NOT_INST,80.03,SOUTH,0,47
93923,CF,MALE,PRE,L1,NOPC,NOB/C,246500,4.5,0.7875,246500,360,NOT_NEG,NOT_INT,NOT_LPSM,318000,SB,PR,HOME,3420,CIB,744,CIB,35-44,TO_INST,77.52,SOUTH,0,47
76065,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,406500,3.99,0.3904,406500,360,NOT_NEG,NOT_INT,LPSM,418000,SB,PR,HOME,3600,EQUI,733,EXP,25-34,NOT_INST,75.15,NORTH,1,39
132016,CF,MALE,NOPRE,L1,NOPC,NOB/C,296500,3.25,-0.4184,296500,360,NEG_AMM,NOT_INT,NOT_LPSM,318000,SB,PR,HOME,5760,EXP,636,CIB,45-54,TO_INST,93.24,NORTH,0,39
171388,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,606500,4.125,-0.0492,606500,360,NEG_AMM,NOT_INT,NOT_LPSM,758000,SB,PR,HOME,8880,CIB,813,CIB,25-34,TO_INST,80.01,SOUTH,0,43
69167,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,196500,4.5,0.6071,196500,180,NOT_NEG,NOT_INT,NOT_LPSM,248000,SB,PR,HOME,13620,CIB,592,EXP,55-64,TO_INST,79.23,NORTH,0,16
148687,CF,MALE,NOPRE,L2,NOPC,NOB/C,216500,5.25,1.3593,216500,360,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,4680,CRIF,546,CIB,25-34,TO_INST,77.88,CENTRAL,0,44
64573,CF,MALE,NOPRE,L1,NOPC,NOB/C,386500,3.625,0.1955,386500,360,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,4020,EXP,630,CIB,25-34,NOT_INST,84.39,NORTH,0,40
163883,CF,MALE,NOPRE,L1,NOPC,NOB/C,586500,3.625,-0.0689,586500,360,NEG_AMM,NOT_INT,NOT_LPSM,828000,SB,PR,HOME,10260,CRIF,813,CIB,35-44,NOT_INST,70.83,SOUTH,0,34
39665,CF,MALE,NOPRE,L1,NOPC,NOB/C,216500,3.99,0.3904,216500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,4620,EQUI,597,EXP,55-64,TO_INST,75.15,NORTH,1,39
110012,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,606500,4.375,0.9745,606500,360,NOT_NEG,NOT_INT,NOT_LPSM,648000,SB,PR,HOME,12000,EXP,812,EXP,35-44,TO_INST,93.60,SOUTH,0,45
133889,CF,MALE,NOPRE,L1,NOPC,NOB/C,726500,4.375,0.332,726500,360,NEG_AMM,NOT_INT,NOT_LPSM,908000,SB,PR,HOME,13020,CIB,677,CIB,35-44,NOT_INST,80.01,SOUTH,0,42
79502,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,266500,3.625,0.3938,266500,360,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,7500,EXP,862,EXP,>74,TO_INST,92.53,SOUTH,0,36
42660,CF,FEMALE,PRE,L1,NOPC,NOB/C,156500,4.5,0.7564,156500,360,NOT_NEG,NOT_INT,NOT_LPSM,168000,SB,PR,HOME,2820,EXP,845,CIB,55-64,TO_INST,93.15,NORTH,0,39
75384,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,486500,3.5,0.0437,486500,360,NOT_NEG,NOT_INT,NOT_LPSM,548000,SB,PR,HOME,5760,CRIF,850,EXP,35-44,TO_INST,88.78,NORTH,0,39
67785,CF,MALE,NOPRE,L1,NOPC,NOB/C,456500,2.99,-0.7354,456500,360,NOT_NEG,NOT_INT,NOT_LPSM,568000,SB,PR,HOME,4980,EXP,622,CIB,45-54,NOT_INST,80.37,NORTH,0,44
108245,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,236500,3.875,0.1602,236500,360,NOT_NEG,NOT_INT,NOT_LPSM,318000,SB,PR,HOME,3240,EXP,554,EXP,>74,TO_INST,74.37,CENTRAL,0,49
131718,CF,MALE,NOPRE,L1,NOPC,NOB/C,166500,3.875,0.5874,166500,360,NOT_NEG,NOT_INT,NOT_LPSM,238000,SB,PR,HOME,3720,CIB,585,CIB,55-64,TO_INST,69.96,NORTH,0,28
165696,CF,FEMALE,NOPRE,L1,NOPC,B/C,326500,3.75,1.3154,326500,360,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,PR,HOME,4740,CIB,729,CIB,45-54,TO_INST,96.60,NORTH,0,41
157827,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,226500,3.25,-0.4856,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,248000,SB,PR,HOME,5760,EXP,595,EXP,45-54,TO_INST,91.33,SOUTH,0,39
80199,CF,MALE,PRE,L1,NOPC,NOB/C,256500,3.99,0.8036,256500,360,NOT_NEG,NOT_INT,NOT_LPSM,278000,SB,PR,HOME,4560,CRIF,721,CIB,35-44,TO_INST,92.27,NORTH,0,39
106295,NCF,MALE,NOPRE,L1,NOPC,NOB/C,466500,4.125,0.282,466500,360,NOT_NEG,NOT_INT,NOT_LPSM,518000,SB,PR,HOME,7620,CRIF,670,CIB,25-34,NOT_INST,90.06,NORTH,0,46
163231,CF,FEMALE,NOPRE,L1,NOPC,B/C,466500,3.5,0.7565,466500,360,NOT_NEG,NOT_INT,NOT_LPSM,578000,SB,PR,HOME,4680,CIB,511,EXP,35-44,TO_INST,80.71,NORTH,0,53
40464,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,236500,3.99,0.2855,236500,360,NOT_NEG,NOT_INT,NOT_LPSM,458000,SB,PR,HOME,7080,CRIF,853,CIB,55-64,TO_INST,51.64,NORTH,0,28
50985,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,416500,4.75,0.6073,416500,360,NOT_NEG,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,12540,CIB,522,CIB,35-44,NOT_INST,95.09,SOUTH,0,24
161009,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,216500,3.99,0.3904,216500,360,NOT_NEG,NOT_INT,LPSM,418000,SB,PR,HOME,15540,EQUI,616,EXP,45-54,TO_INST,75.15,SOUTH,1,39
39514,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,366500,3.75,0.1739,366500,360,NOT_NEG,NOT_INT,NOT_LPSM,468000,SB,PR,HOME,8820,CIB,850,EXP,55-64,NOT_INST,78.31,SOUTH,0,38
138685,CF,MALE,NOPRE,L1,NOPC,NOB/C,336500,3.875,0.4628,336500,180,NOT_NEG,NOT_INT,NOT_LPSM,438000,SB,PR,HOME,8280,CIB,535,CIB,55-64,TO_INST,76.83,NORTH,0,39
95047,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,376500,4.125,0.4675,376500,360,NOT_NEG,NOT_INT,NOT_LPSM,568000,SB,PR,HOME,6660,EXP,688,EXP,45-54,NOT_INST,66.29,NORTH,0,37
165223,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,636500,4.25,0.1531,636500,360,NOT_NEG,NOT_INT,NOT_LPSM,708000,SB,PR,HOME,10620,EXP,592,EXP,35-44,NOT_INST,89.90,SOUTH,0,25
117195,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,186500,3.75,1.0807,186500,360,NOT_NEG,NOT_INT,NOT_LPSM,288000,SB,PR,HOME,5700,CRIF,834,EXP,55-64,TO_INST,64.76,NORTH,0,17
159403,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,666500,4.125,0.3468,666500,360,NOT_NEG,NOT_INT,NOT_LPSM,998000,SB,PR,HOME,5760,CIB,849,EXP,45-54,NOT_INST,66.78,NORTH,0,36
86997,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,106500,4.5,1.4203,106500,360,NOT_NEG,NOT_INT,NOT_LPSM,118000,SB,SR,HOME,7800,EXP,886,EXP,45-54,TO_INST,90.25,NORTH,0,46
71859,CF,UNKNOWN,PRE,L1,NOPC,NOB/C,196500,4.375,0.6228,196500,360,NOT_NEG,NOT_INT,NOT_LPSM,608000,SB,SR,HOME,5760,EXP,681,EXP,45-54,NOT_INST,32.32,NORTH,0,36
156610,CF,UNKNOWN,NOPRE,L1,NOPC,B/C,366500,3.99,0.3904,366500,360,NOT_NEG,NOT_INT,LPSM,418000,SB,PR,HOME,4080,EQUI,768,EXP,25-34,NOT_INST,75.15,SOUTH,1,39
64932,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,206500,4.625,1.2969,206500,360,NOT_NEG,NOT_INT,NOT_LPSM,348000,SB,IR,HOME,10380,EXP,650,CIB,55-64,TO_INST,59.34,SOUTH,0,37
101313,CF,UNKNOWN,NOPRE,L2,NOPC,B/C,66500,4.125,1.8311,66500,180,NOT_NEG,NOT_INT,NOT_LPSM,78000,SB,PR,HOME,3120,EXP,595,CIB,<25,TO_INST,85.26,SOUTH,0,30
66760,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,176500,3.99,0.6805,176500,276,NOT_NEG,NOT_INT,NOT_LPSM,248000,SB,PR,HOME,4440,CIB,790,EXP,45-54,TO_INST,71.17,CENTRAL,0,44
139866,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,276500,3.75,0.3058,276500,360,NOT_NEG,NOT_INT,NOT_LPSM,508000,SB,PR,HOME,4500,CIB,797,CIB,45-54,TO_INST,54.43,SOUTH,0,31
151314,CF,UNKNOWN,NOPRE,L2,NOPC,NOB/C,226500,4.75,0.9135,226500,360,NOT_NEG,NOT_INT,NOT_LPSM,308000,SB,PR,HOME,4500,EXP,668,EXP,65-74,TO_INST,73.54,NORTH,0,33
80309,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,216500,4.875,0.7722,216500,360,NOT_NEG,NOT_INT,NOT_LPSM,338000,SB,PR,HOME,4260,EXP,679,EXP,65-74,TO_INST,64.05,SOUTH,0,31
150162,CF,FEMALE,NOPRE,L1,NOPC,NOB/C,596500,3.5,-0.2678,596500,360,NOT_NEG,NOT_INT,NOT_LPSM,718000,SB,PR,HOME,5760,EXP,800,CIB,55-64,TO_INST,83.08,NORTH,0,39
41368,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,496500,3.99,0.365,496500,360,NOT_NEG,NOT_INT,NOT_LPSM,678000,SB,PR,HOME,5280,CIB,573,EXP,45-54,NOT_INST,73.23,SOUTH,0,49
122656,CF,UNKNOWN,NOPRE,L2,NOPC,NOB/C,296500,3.99,0.3904,296500,360,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,3600,EQUI,566,EXP,35-44,NOT_INST,75.15,SOUTH,1,39
50461,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,556500,4.5,0.4295,556500,360,NEG_AMM,NOT_INT,NOT_LPSM,768000,SB,PR,HOME,7380,CRIF,623,EXP,55-64,NOT_INST,72.46,NORTH,0,48
121306,CF,FEMALE,NOPRE,L2,NOPC,NOB/C,426500,3.99,0.3904,426500,300,NOT_NEG,NOT_INT,NOT_LPSM,418000,SB,PR,HOME,5820,EQUI,722,EXP,35-44,NOT_INST,75.15,SOUTH,1,39
76265,CF,UNKNOWN,NOPRE,L1,NOPC,NOB/C,486500,3.5,-0.1921,486500,360,NOT_NEG,NOT_INT,LPSM,998000,SB,PR,HOME,7800,EXP,552,EXP,35-44,NOT_INST,48.75,CENTRAL,0,41
